index,Age,Prof,Det,Amb,Mins,Av Rat,Imp M,Pres,Cons,Ada,Inj Pr,WR,CA,Margin,Training facilities,Div Rep,Growth
26235,16.629705681040384,12,8,11,0,0.0,8,10,3,7,12,50,18,12,5,46,0
26236,17.815195071868583,10,9,13,0,0.0,10,10,4,18,7,50,19,6,5,46,0
26237,16.908966461327857,11,4,10,214,6.27,8,12,7,7,7,50,22,30,5,46,0
26238,17.259411362080765,11,11,11,0,0.0,9,11,9,18,5,50,16,4,5,46,1
26239,16.862422997946613,9,12,11,0,0.0,1,12,4,12,13,50,25,23,5,46,0
26240,17.73579739904175,11,12,12,0,0.0,6,13,10,14,8,50,18,11,5,46,0
26241,17.267624914442163,11,12,14,0,0.0,9,10,10,8,6,50,20,7,5,46,1
26242,17.09240246406571,12,16,9,0,0.0,6,8,5,15,10,50,21,10,5,46,0
26244,20.49555099247091,13,5,11,278,7.33,11,11,9,14,11,1500,80,21,11,73,2
26245,17.765913757700204,13,16,8,0,0.0,12,10,7,7,14,800,42,38,14,80,5
26246,16.20807665982204,12,10,13,0,0.0,1,10,10,12,10,50,30,48,12,107,3
26247,18.888432580424368,10,8,14,58,6.7,7,10,15,18,11,1000,70,24,7,73,3
26248,22.417522245037645,11,13,13,294,6.66,6,11,15,7,7,1250,75,23,11,73,0
26250,19.550992470910334,11,13,11,0,0.0,15,11,12,19,11,750,64,12,8,158,0
26251,19.17864476386037,9,4,14,13,0.0,13,11,4,14,8,1000,70,15,8,73,0
26252,24.10403832991102,10,17,10,138,6.57,7,11,13,15,5,1500,80,8,7,73,0
26253,17.70841889117043,12,5,14,0,0.0,7,9,8,14,11,1000,80,36,13,117,4
26254,16.10403832991102,10,2,13,0,0.0,6,10,12,14,11,850,70,38,13,117,5
26255,17.385352498288842,10,7,11,0,0.0,10,8,7,7,13,850,70,23,13,117,6
26257,21.357973990417523,10,8,12,0,0.0,6,10,12,16,5,1850,87,32,8,73,0
26258,19.110198494182068,12,15,11,0,0.0,1,12,9,14,8,1000,70,42,13,158,11
26259,18.157426420260094,10,13,10,0,0.0,5,11,8,18,11,600,60,18,8,110,4
26260,18.086242299794662,13,16,11,0,0.0,6,12,10,18,10,600,60,11,8,110,0
26262,18.105407255304584,12,7,10,118,6.5,4,8,9,15,5,650,62,23,8,110,9
26263,17.72210814510609,12,14,11,9,0.0,17,11,16,16,11,250,60,31,8,110,11
26264,20.3750855578371,11,5,14,0,0.0,8,10,11,11,13,1000,70,38,18,158,4
26265,19.79192334017796,11,9,12,0,0.0,1,9,8,15,8,750,64,32,14,158,5
26266,16.306639288158795,11,9,11,0,0.0,5,12,4,18,8,550,37,68,18,173,3
26267,19.50171115674196,10,10,12,40,6.65,5,10,7,14,11,900,58,45,7,73,4
26268,16.813141683778234,9,13,10,0,0.0,17,11,8,11,8,1400,56,16,15,96,4
26269,17.089664613278575,10,11,12,0,0.0,11,11,8,7,12,600,60,21,10,104,8
26270,18.704996577686515,11,7,12,90,6.5,7,12,8,9,7,850,66,38,9,80,4
26271,16.435318275154003,11,8,10,0,0.0,12,11,5,15,13,850,67,55,18,173,15
26273,19.29637234770705,11,5,12,628,6.79,12,12,10,19,6,1600,87,29,14,86,1
26274,16.35044490075291,12,8,11,0,0.0,11,13,16,15,5,850,70,36,13,117,9
26275,16.48186173853525,12,16,13,0,0.0,9,11,11,9,11,850,70,35,13,117,8
26276,21.99315537303217,9,7,10,2046,6.72,13,11,13,7,6,1950,89,16,8,73,0
26277,19.006160164271048,10,7,13,0,0.0,14,11,11,9,9,600,62,14,12,158,1
26278,19.041752224503764,11,17,12,0,0.0,5,10,11,9,11,600,62,15,12,158,2
26279,16.36413415468857,11,4,12,0,0.0,17,10,9,18,11,50,39,53,12,173,1
26280,16.646132785763175,9,7,9,0,0.0,13,10,5,12,13,650,51,57,12,173,9
26281,19.405886379192335,11,10,11,0,0.0,3,10,9,14,10,600,62,12,12,158,1
26282,18.7378507871321,12,16,12,0,0.0,10,11,10,8,5,600,62,22,12,158,12
26283,18.431211498973305,12,8,9,0,0.0,5,11,9,16,10,750,50,35,16,173,10
26284,18.6694045174538,14,7,10,0,0.0,6,11,7,14,7,750,65,43,12,158,5
26286,17.360711841204655,11,13,11,0,0.0,3,9,15,17,7,800,43,38,13,173,2
26287,17.43189596167009,12,13,11,0,0.0,1,13,7,15,8,800,47,27,18,173,10
26288,17.27583846680356,12,14,11,0,0.0,17,9,15,18,10,900,43,35,13,173,0
26289,18.247775496235455,12,5,11,0,0.0,5,11,7,20,5,950,50,25,13,173,6
26290,16.643394934976044,12,14,12,0,0.0,6,11,6,7,6,750,45,45,18,134,9
26291,16.20807665982204,12,12,10,0,0.0,13,11,17,19,6,800,45,44,18,134,12
26292,16.763860369609855,11,16,12,0,0.0,4,10,19,7,8,50,39,62,18,134,20
26294,16.26009582477755,11,4,9,0,0.0,4,12,10,8,6,800,66,62,18,134,11
26295,16.8186173853525,9,6,11,0,0.0,16,9,9,12,5,600,62,36,18,134,6
26296,16.459958932238195,13,19,12,0,0.0,7,10,18,17,11,750,59,48,18,134,17
26298,16.032854209445585,12,10,11,0,0.0,11,13,8,18,13,700,60,52,18,134,11
26299,16.210814510609172,11,3,10,0,0.0,9,9,6,16,5,650,50,52,18,134,13
26300,16.750171115674195,9,10,9,0,0.0,12,10,8,9,13,50,35,68,18,134,3
26301,16.654346338124572,11,11,9,0,0.0,7,10,11,9,9,650,47,60,18,134,16
26302,16.673511293634498,10,1,13,0,0.0,13,10,16,13,10,850,59,52,18,134,11
26303,16.692676249144423,11,5,9,0,0.0,8,11,10,19,10,50,35,70,18,134,5
26304,16.046543463381244,11,6,13,0,0.0,19,10,11,13,10,750,43,67,18,134,18
26305,16.788501026694046,10,5,10,0,0.0,11,11,7,18,10,50,36,72,18,134,5
26306,16.583162217659137,13,11,10,0,0.0,7,12,11,16,6,650,72,29,14,161,2
26307,16.87337440109514,11,2,11,0,0.0,9,10,7,14,5,1000,80,16,13,117,0
26308,17.782340862423,13,15,11,0,0.0,10,11,7,13,10,1000,80,35,13,117,8
26309,20.706365503080082,11,14,11,127,6.7,8,10,10,7,5,350,62,23,10,86,1
26310,18.68309377138946,12,5,12,0,0.0,6,11,9,18,13,650,58,27,8,110,4
26311,16.525667351129364,9,12,14,0,0.0,9,11,5,7,8,50,37,68,7,85,4
26312,16.331279945242983,7,11,12,0,0.0,13,10,6,18,12,50,40,58,7,85,5
26313,16.539356605065024,9,18,11,0,0.0,6,8,12,10,14,50,40,77,7,85,8
26314,16.098562628336754,9,13,12,0,0.0,4,9,9,7,8,50,40,73,7,85,8
26315,16.05475701574264,8,16,10,0,0.0,10,9,6,14,6,50,30,60,7,85,0
26316,16.093086926762492,10,11,12,0,0.0,13,13,16,7,8,50,40,53,7,85,7
26317,16.459958932238195,12,13,12,0,0.0,8,12,5,7,6,50,30,49,7,85,3
26318,16.093086926762492,13,2,12,0,0.0,9,12,7,8,8,50,39,56,7,85,1
26319,18.406570841889117,11,5,10,0,0.0,7,11,16,17,11,750,64,41,8,158,9
26320,21.52498288843258,11,12,8,0,0.0,9,12,13,8,14,2000,90,35,13,87,0
26321,19.145790554414784,8,2,12,1516,6.79,11,8,11,19,7,1250,75,42,13,86,5
26322,19.49349760438056,11,1,12,2430,6.92,15,10,11,16,12,1750,85,43,10,86,8
26323,16.265571526351813,12,8,11,0,0.0,13,10,6,15,6,900,46,40,18,173,17
26324,21.68104038329911,8,5,11,0,0.0,1,11,11,15,6,1300,76,16,8,73,0
26325,23.797399041752225,9,5,13,192,6.75,10,11,7,14,12,750,62,7,8,85,0
26327,16.76659822039699,10,1,12,0,0.0,3,10,9,17,7,250,45,18,9,72,3
26328,16.83230663928816,9,2,12,0,0.0,8,11,5,10,5,250,51,25,9,72,11
26329,16.83230663928816,13,3,10,0,0.0,11,8,10,12,7,750,45,5,9,72,0
26330,16.15879534565366,12,9,8,0,0.0,1,12,6,16,11,250,45,21,9,72,8
26331,15.983572895277208,10,10,11,0,0.0,15,9,5,19,5,250,53,44,9,72,4
26332,16.413415468856947,11,18,11,0,0.0,1,11,5,8,10,250,46,10,9,72,3
26333,16.40520191649555,10,5,10,890,6.92,12,13,9,14,12,500,60,66,9,72,14
26334,15.912388774811772,12,3,11,0,0.0,14,10,3,8,5,250,45,13,9,72,3
26337,16.22450376454483,10,12,9,0,0.0,3,10,8,19,12,1650,66,31,15,173,5
26338,16.262833675564682,10,13,13,0,0.0,2,13,9,8,11,1650,66,47,15,173,11
26339,21.806981519507186,13,12,10,357,6.59,4,13,13,13,10,1350,77,18,8,73,2
26340,22.425735797399042,13,12,11,895,6.94,4,11,7,7,11,750,60,55,7,46,2
26341,17.423682409308693,9,13,9,0,0.0,8,10,6,18,12,1200,48,20,15,96,5
26342,16.733744010951405,10,9,10,0,0.0,9,11,12,10,5,500,50,8,13,85,2
26343,18.60917180013689,13,11,9,3291,6.74,8,12,10,10,7,1250,66,15,3,46,0
26344,19.783709787816566,9,13,12,0,0.0,12,8,11,14,5,1500,80,7,8,73,0
26346,23.394934976043807,11,18,10,2803,6.96,9,10,11,11,8,1650,83,11,8,73,0
26347,17.790554414784395,10,3,13,1687,6.94,5,10,10,15,14,100,45,54,3,46,0
26348,21.27857631759069,10,14,11,1230,6.56,6,11,6,20,5,750,50,20,7,46,0
26349,22.168377823408623,8,13,14,1301,6.46,7,9,6,5,6,250,73,42,8,107,8
26351,17.6290212183436,11,11,11,221,7.0,16,8,8,8,8,1500,85,27,18,96,4
26353,18.740588637919235,12,5,11,198,6.53,9,12,10,12,15,1000,70,21,9,73,0
26354,18.157426420260094,15,4,11,4,0.0,10,12,7,18,7,50,54,19,8,86,5
26355,22.748802190280628,11,10,13,165,6.66,16,12,11,20,11,950,78,17,5,85,0
26356,22.209445585215605,13,13,13,3060,6.48,1,11,12,17,8,1500,92,25,5,85,1
26357,16.39151266255989,14,13,12,0,0.0,6,11,8,10,7,900,60,42,16,134,16
26358,16.80766598220397,9,11,12,0,0.0,9,12,15,10,11,750,60,34,14,161,7
26359,17.51403148528405,11,5,11,0,0.0,12,9,20,18,12,750,60,36,14,161,8
26360,16.65160848733744,8,3,13,0,0.0,6,11,8,7,11,750,60,35,14,161,5
26362,18.135523613963038,13,12,12,466,6.64,16,12,11,12,10,1500,100,45,14,161,9
26363,16.67898699520876,14,2,11,0,0.0,10,9,10,13,4,1350,90,57,14,161,6
26364,17.585215605749486,9,9,11,0,0.0,11,10,13,11,12,750,65,36,18,158,8
26365,18.302532511978097,10,16,12,0,0.0,4,13,9,18,7,750,64,39,13,158,16
26366,17.352498288843258,11,7,10,0,0.0,17,11,7,13,10,1500,60,29,10,117,5
26367,19.23066392881588,12,16,9,45,6.9,12,10,12,12,13,250,50,13,5,91,1
26368,17.998631074606433,9,11,10,0,0.0,16,12,7,17,5,850,60,25,10,117,4
26369,18.327173169062284,9,14,12,33,6.5,4,10,12,15,11,600,62,36,14,158,20
26371,17.697467488021903,11,13,11,0,0.0,2,12,15,20,10,750,60,43,14,161,9
26373,16.700889801505816,10,7,11,0,0.0,7,12,17,8,8,1600,82,42,18,178,11
26374,19.477070499657767,9,15,10,362,6.67,1,10,9,13,13,250,60,13,10,86,1
26375,17.073237508555785,12,6,12,0,0.0,4,12,7,7,11,250,40,68,5,46,3
26376,18.47501711156742,10,15,9,0,0.0,5,10,15,14,7,50,30,9,5,46,1
26377,17.555099247091032,11,12,13,0,0.0,1,9,5,16,12,50,25,9,5,46,0
26378,18.732375085557837,12,4,11,18,6.8,6,11,15,13,12,50,41,44,9,73,1
26381,16.45722108145106,11,10,10,0,0.0,12,12,8,17,12,650,70,44,14,161,7
26382,16.438056125941138,11,9,11,0,0.0,11,8,8,14,15,700,70,42,14,161,10
26383,17.01574264202601,9,11,12,0,0.0,4,11,19,10,7,750,65,42,18,158,9
26385,19.184120465434635,10,15,12,0,0.0,15,10,5,7,9,750,65,27,13,158,10
26386,18.661190965092402,10,10,10,0,0.0,13,11,8,8,5,600,62,19,13,158,5
26387,16.358658453114305,11,16,12,0,0.0,7,10,11,14,6,1050,82,49,14,161,7
26388,16.476386036960985,12,17,10,0,0.0,5,12,10,17,12,1000,81,29,14,161,0
26389,16.1533196440794,11,4,14,0,0.0,4,13,10,10,5,700,70,40,14,161,10
26390,19.003422313483917,14,9,13,0,0.0,2,13,18,16,5,600,62,30,13,158,4
26391,16.33949349760438,11,6,10,0,0.0,8,12,20,16,8,750,72,35,14,161,11
26392,16.09034907597536,12,14,13,0,0.0,6,12,7,15,9,600,65,43,14,161,16
26393,16.501026694045173,11,13,12,0,0.0,11,12,11,20,12,600,65,40,14,161,10
26394,16.128678986995208,11,9,13,0,0.0,11,11,17,18,10,50,30,60,11,134,6
26395,16.536618754277892,12,8,9,0,0.0,12,12,9,20,5,50,30,60,11,134,6
26396,16.83504449007529,11,11,11,0,0.0,3,11,7,14,7,50,30,60,11,134,2
26397,16.490075290896645,13,7,10,0,0.0,10,10,15,15,11,50,31,62,11,134,4
26398,16.78028747433265,10,10,10,0,0.0,5,10,7,12,9,50,33,66,11,134,2
26399,16.10677618069815,11,7,13,0,0.0,1,9,10,20,8,800,42,54,11,134,7
26400,16.35044490075291,10,7,10,0,0.0,13,10,8,17,11,50,36,65,11,134,5
26402,16.720054757015742,9,7,12,0,0.0,11,10,9,20,5,50,43,62,11,134,12
26403,16.380561259411362,11,3,11,0,0.0,11,13,5,8,14,150,42,73,11,134,9
26404,16.11772758384668,10,9,10,0,0.0,6,10,6,8,8,50,39,60,11,134,14
26405,15.868583162217659,9,13,12,0,0.0,15,13,4,9,13,700,62,42,14,161,7
26406,16.484599589322382,11,12,9,0,0.0,16,10,10,15,10,700,75,55,14,161,9
26407,15.956194387405887,10,8,10,0,0.0,7,11,7,15,9,750,72,29,14,161,11
26408,16.449007529089666,11,14,11,0,0.0,6,9,11,17,8,650,65,33,14,161,12
26409,18.379192334017795,10,11,12,146,6.6,8,9,20,19,12,900,70,4,7,80,0
26410,16.31211498973306,13,2,11,0,0.0,3,12,8,9,13,600,65,54,14,161,12
26411,16.88432580424367,9,7,9,0,0.0,6,13,5,11,5,850,73,40,14,161,4
26412,16.591375770020534,13,4,11,0,0.0,10,12,12,11,11,950,76,68,15,117,5
26413,15.989048596851472,12,12,12,0,0.0,2,11,7,17,5,750,60,55,15,117,9
26415,17.11978097193703,12,11,9,0,0.0,14,12,9,17,5,1000,60,10,15,96,2
26416,19.21423682409309,13,11,11,0,0.0,6,10,9,8,7,1000,65,35,12,104,5
26417,19.082819986310746,9,10,12,0,0.0,10,7,10,9,9,750,64,29,12,104,4
26418,19.197809719370294,11,13,11,0,0.0,10,10,9,19,8,500,65,28,12,104,3
26419,16.955509924709105,9,14,10,0,0.0,2,13,9,11,9,750,57,15,15,96,0
26420,17.700205338809035,13,7,11,0,0.0,2,8,11,9,12,750,58,20,15,96,2
26421,17.30321697467488,13,15,15,0,0.0,11,9,13,12,6,2050,83,47,17,125,9
26423,16.536618754277892,10,7,11,0,0.0,8,11,12,14,13,600,48,39,15,85,11
26424,16.687200547570157,9,7,12,0,0.0,10,12,6,10,12,50,30,60,15,85,2
26425,16.016427104722794,15,4,12,0,0.0,6,10,6,17,14,900,70,42,15,85,11
26426,16.654346338124572,12,1,11,0,0.0,6,12,8,12,5,50,30,27,15,85,8
26427,16.815879534565365,9,5,11,0,0.0,12,12,7,15,12,50,30,60,15,85,1
26428,16.123203285420946,12,15,9,0,0.0,8,11,6,15,7,50,31,53,15,85,6
26429,16.366872005475702,11,3,11,0,0.0,9,11,10,8,7,50,30,60,15,85,4
26430,16.955509924709105,13,10,12,0,0.0,14,12,14,17,11,50,38,40,15,85,7
26431,16.462696783025326,8,10,11,0,0.0,3,12,13,18,9,50,39,66,15,85,6
26432,16.372347707049965,12,17,10,20,6.6,16,10,9,11,7,900,68,68,16,85,15
26434,16.810403832991103,10,7,12,410,7.12,9,13,7,8,12,800,68,69,16,85,16
26435,16.58590006844627,11,7,12,72,6.9,6,10,12,18,8,800,56,46,16,85,15
26436,16.298425735797398,12,13,12,0,0.0,11,10,9,17,14,1750,80,76,17,185,14
26437,16.290212183436,11,13,9,0,0.0,8,11,11,9,13,1750,78,76,17,185,10
26438,16.290212183436,10,4,12,0,0.0,13,11,6,16,8,1500,67,62,17,185,12
26439,16.057494866529773,9,9,13,0,0.0,7,13,7,16,12,50,32,22,9,85,4
26440,16.057494866529773,10,10,11,0,0.0,1,11,12,7,9,50,32,32,9,85,0
26441,16.13141683778234,11,13,12,0,0.0,7,10,18,8,9,50,40,10,9,85,1
26442,16.59958932238193,12,3,13,0,0.0,2,10,6,14,12,50,35,18,9,85,0
26443,16.145106091718002,10,11,9,0,0.0,5,12,15,11,12,50,35,22,9,85,0
26444,16.61327857631759,12,13,11,0,0.0,8,11,10,14,5,50,36,12,9,85,0
26445,16.251882272416154,11,2,10,0,0.0,10,12,7,10,7,50,34,27,9,85,1
26448,18.29158110882957,11,6,10,0,0.0,3,12,6,10,5,50,33,17,3,46,0
26450,24.856947296372347,13,12,10,4142,6.56,9,13,9,14,9,250,64,6,6,46,0
26451,21.806981519507186,9,15,13,251,6.53,14,13,20,17,8,1250,75,35,8,73,1
26452,19.471594798083505,9,18,9,88,6.9,1,11,15,18,8,1100,72,20,8,73,3
26453,22.286105407255306,14,7,12,2770,7.01,2,10,11,15,6,1500,80,16,8,73,0
26454,16.6652977412731,13,7,9,0,0.0,7,10,7,16,9,1000,60,53,13,185,13
26455,16.10130047912389,13,1,10,0,0.0,6,13,7,16,5,1250,60,31,13,185,7
26456,16.80766598220397,12,3,11,0,0.0,8,12,8,14,6,1250,60,43,13,185,8
26457,16.071184120465436,9,12,12,0,0.0,16,12,10,12,6,1250,60,51,13,185,14
26458,19.748117727583846,8,7,11,156,7.08,6,9,16,16,13,1350,77,25,7,73,0
26460,17.38261464750171,10,8,11,0,0.0,10,11,9,5,11,550,56,20,7,80,1
26461,17.585215605749486,8,8,11,0,0.0,10,12,11,17,8,200,38,20,17,80,0
26463,17.998631074606433,12,13,11,0,0.0,5,12,9,9,6,600,67,7,14,85,0
26464,18.973305954825463,11,10,11,0,0.0,8,9,8,7,12,250,30,45,4,46,0
26465,17.620807665982205,10,13,11,0,0.0,1,11,10,9,11,250,31,49,4,46,1
26466,16.947296372347708,12,6,13,0,0.0,15,11,8,9,11,600,62,30,14,85,8
26467,16.791238877481177,12,9,8,0,0.0,15,14,7,17,8,550,30,51,6,85,1
26468,16.479123887748116,9,11,11,0,0.0,7,12,5,20,8,500,28,51,6,85,3
26469,21.519507186858316,11,4,15,2420,6.71,12,12,18,13,10,150,44,21,3,46,4
26470,16.76933607118412,13,13,9,0,0.0,10,13,5,16,12,450,28,38,6,85,3
26471,16.695414099931554,10,12,12,0,0.0,4,12,14,8,12,500,29,32,6,85,2
26472,16.79397672826831,10,13,11,0,0.0,12,13,6,17,11,550,31,44,6,85,1
26473,16.517453798767967,9,13,10,0,0.0,18,9,8,10,10,450,24,51,6,85,2
26474,16.78302532511978,10,16,11,0,0.0,9,14,7,8,6,500,29,51,6,85,7
26475,16.53388090349076,10,7,9,0,0.0,8,12,4,18,5,450,27,46,6,85,1
26476,17.251197809719372,10,12,14,10,0.0,8,11,7,10,12,750,42,62,6,85,2
26477,18.086242299794662,10,7,11,0,0.0,11,9,10,20,14,500,55,36,6,91,-1
26478,20.44626967830253,9,13,12,54,6.9,2,10,9,13,7,2150,86,13,13,96,0
26480,17.65639972621492,13,8,14,0,0.0,7,11,6,15,11,1200,49,26,14,140,10
26482,15.956194387405887,11,7,10,0,0.0,11,10,12,12,12,1250,51,11,14,140,0
26483,17.804243668720055,10,10,12,0,0.0,12,11,7,19,12,1250,50,24,14,140,6
26484,16.61054072553046,12,9,11,0,0.0,11,11,13,20,9,1200,48,22,14,140,10
26485,16.684462696783026,10,17,9,0,0.0,4,10,6,17,8,1350,54,25,14,140,12
26486,18.034223134839152,12,11,7,0,0.0,8,6,8,8,11,250,39,13,17,80,3
26487,20.109514031485283,12,4,10,29,6.6,9,13,12,7,12,1250,75,10,8,73,0
26488,18.614647501711158,12,16,9,618,6.8,10,11,8,11,13,1500,80,11,11,73,0
26489,19.89596167008898,9,15,9,149,7.08,8,12,8,15,10,1000,70,7,8,73,0
26490,25.256673511293634,12,15,10,157,6.93,8,11,20,12,10,1500,80,3,8,73,0
26491,17.590691307323752,8,4,12,12,0.0,11,11,11,7,7,1050,85,54,16,173,5
26494,16.876112251882272,11,9,9,0,0.0,9,10,8,18,8,750,55,54,9,130,10
26495,17.229295003422312,11,6,11,0,0.0,15,11,7,10,9,250,50,48,14,130,10
26496,17.399041752224505,10,11,12,0,0.0,11,12,10,11,5,250,50,28,14,130,9
26497,16.602327173169062,10,5,8,47,6.8,7,12,5,7,11,750,55,32,11,130,10
26498,16.933607118412045,14,14,12,0,0.0,7,12,9,17,13,500,50,47,15,130,24
26500,17.232032854209447,12,9,13,0,0.0,12,12,7,18,9,750,60,53,13,130,16
26501,17.305954825462013,10,18,13,0,0.0,11,9,18,16,14,1000,65,46,15,130,22
26502,25.05407255304586,12,13,12,3307,7.07,8,11,10,16,6,250,60,20,5,46,0
26504,17.305954825462013,12,3,9,0,0.0,10,9,6,18,7,250,45,53,15,130,11
26505,17.451060917180012,8,7,13,0,0.0,3,12,17,10,7,750,60,29,15,130,10
26506,17.234770704996578,11,1,9,0,0.0,5,12,7,8,11,250,50,21,14,130,6
26507,17.284052019164957,11,13,11,0,0.0,11,11,9,17,9,250,45,49,15,130,16
26509,17.49760438056126,12,8,13,95,6.35,1,13,8,17,7,50,35,30,6,46,0
26510,16.39151266255989,11,12,11,0,0.0,4,12,2,18,9,250,45,56,14,130,11
26511,16.05475701574264,7,13,14,0,0.0,2,11,7,18,13,250,45,41,14,130,8
26512,16.470910335386723,12,16,13,0,0.0,12,9,8,13,12,600,45,45,16,134,18
26513,15.97535934291581,9,4,9,0,0.0,7,12,12,9,8,750,50,50,16,134,5
26514,16.032854209445585,11,9,11,0,0.0,3,11,10,15,12,750,45,41,16,134,12
26515,16.347707049965777,11,4,13,0,0.0,1,11,7,8,13,550,45,45,16,134,10
26516,16.421629021218344,12,3,12,0,0.0,2,12,9,10,15,400,45,45,16,134,7
26517,16.555783709787818,11,6,11,0,0.0,7,12,8,11,5,800,45,45,16,134,12
26518,15.885010266940451,13,7,10,0,0.0,1,12,8,7,13,600,45,45,16,134,7
26519,16.744695414099933,9,12,11,0,0.0,3,12,6,14,6,1050,80,36,16,134,5
26520,16.358658453114305,11,4,13,0,0.0,7,11,16,9,12,350,45,45,16,134,7
26521,16.50924024640657,10,11,10,0,0.0,12,13,7,15,12,350,45,45,16,134,11
26522,16.268309377138944,13,5,14,0,0.0,12,9,7,7,14,400,47,31,18,173,19
26523,16.229979466119097,10,13,14,0,0.0,15,11,9,11,6,1800,72,48,19,173,14
26525,16.361396303901437,14,6,10,0,0.0,9,11,15,17,8,750,41,43,11,120,12
26526,16.432580424366872,11,8,10,0,0.0,7,12,7,13,11,50,39,40,11,120,0
26527,17.245722108145106,13,7,10,0,0.0,14,11,18,14,7,700,48,44,11,120,11
26530,17.08145106091718,11,4,12,0,0.0,4,14,14,16,5,1000,43,43,12,173,6
26532,20.490075290896645,14,5,9,34,6.65,3,11,15,9,11,800,50,35,6,91,0
26533,21.163586584531142,11,14,12,2261,6.79,11,10,11,18,14,550,66,20,8,86,3
26534,17.086926762491444,8,14,13,0,0.0,1,13,8,15,7,1150,47,4,13,140,0
26535,16.347707049965777,11,4,11,0,0.0,10,12,8,19,9,1500,68,59,20,185,7
26536,16.657084188911703,12,6,11,0,0.0,6,10,7,9,11,1500,61,60,20,185,20
26537,16.098562628336754,12,6,9,0,0.0,15,11,17,15,5,850,47,47,18,173,10
26538,17.796030116358658,10,6,12,0,0.0,12,11,7,10,14,500,60,22,12,104,5
26539,17.932922655715263,10,4,9,0,0.0,11,10,19,15,5,450,64,33,12,104,3
26540,18.10814510609172,10,10,10,45,7.0,6,10,18,12,12,550,66,20,10,94,6
26541,18.8911704312115,11,6,12,0,0.0,10,11,8,7,11,50,61,20,10,94,0
26542,17.960301163586585,12,15,9,2302,6.87,16,10,8,9,8,450,75,36,17,85,16
26543,16.501026694045173,11,3,10,0,0.0,17,10,10,20,12,1500,61,39,15,96,9
26545,16.643394934976044,11,9,10,0,0.0,16,9,7,11,14,750,62,28,15,96,9
26548,17.711156741957563,12,7,12,0,0.0,8,11,6,9,11,50,39,69,18,134,4
26549,16.449007529089666,12,7,11,0,0.0,11,13,4,7,13,50,20,41,5,72,1
26550,16.358658453114305,10,3,11,45,6.7,5,13,9,14,14,50,28,24,5,72,0
26551,16.413415468856947,11,5,10,0,0.0,9,10,9,14,6,1500,65,37,16,125,14
26552,16.383299110198493,10,17,10,0,0.0,11,10,8,13,13,1650,68,35,16,125,13
26553,18.127310061601644,13,6,10,169,6.67,9,13,16,16,9,400,77,20,7,80,0
26554,16.36413415468857,10,10,10,0,0.0,4,12,17,20,7,1600,64,45,16,125,9
26555,15.88227241615332,13,6,12,0,0.0,6,8,7,12,13,1500,65,41,16,125,9
26556,15.958932238193018,11,4,8,0,0.0,14,14,14,19,10,1600,67,30,16,125,6
26557,16.36413415468857,13,10,13,0,0.0,17,13,5,19,13,1500,61,37,16,125,17
26558,16.449007529089666,12,16,10,0,0.0,4,11,10,20,10,1750,69,47,16,125,17
26559,16.01368925393566,9,10,11,0,0.0,17,12,8,15,11,1550,64,55,16,125,16
26560,16.28473648186174,11,13,16,0,0.0,9,11,10,10,13,4000,115,60,19,185,9
26561,16.76659822039699,9,14,15,0,0.0,5,11,16,10,13,3750,102,66,19,185,10
26562,24.421629021218344,11,13,11,1195,6.96,14,11,10,15,13,1500,80,4,7,73,1
26563,20.32854209445585,13,5,10,0,0.0,9,12,15,12,11,850,64,14,8,73,0
26564,21.34428473648186,10,7,11,275,6.68,16,12,13,19,11,1000,70,36,7,73,0
26565,17.593429158110883,12,13,11,0,0.0,8,12,7,14,6,300,34,29,9,80,3
26567,18.034223134839152,9,7,11,0,0.0,1,11,6,7,12,350,40,31,9,80,5
26568,19.67145790554415,12,15,11,153,6.9,14,12,10,19,15,350,57,19,8,73,0
26569,16.711841204654345,8,7,11,0,0.0,4,13,7,18,7,300,40,10,9,80,0
26570,18.067077344284737,11,9,12,1,0.0,12,10,5,13,11,350,50,31,9,80,5
26571,15.912388774811772,10,3,10,0,0.0,13,13,16,13,10,1500,62,72,20,185,8
26572,18.357289527720738,10,11,11,209,6.53,8,10,8,7,13,50,47,53,7,73,1
26574,16.38877481177276,12,3,11,0,0.0,10,10,18,14,7,750,68,35,17,160,9
26575,16.91170431211499,12,14,9,0,0.0,9,11,9,10,5,1250,70,27,11,110,8
26576,16.473648186173854,11,5,8,0,0.0,11,13,19,8,13,1500,65,56,20,185,9
26577,16.83230663928816,12,11,12,0,0.0,16,13,6,18,5,950,68,43,20,185,12
26578,16.424366872005475,12,16,13,0,0.0,4,13,10,7,9,1500,70,70,20,185,21
26579,16.70362765229295,10,14,11,0,0.0,8,10,18,16,7,1250,60,18,20,185,6
26580,16.67624914442163,11,7,11,0,0.0,11,10,9,9,14,750,60,30,20,185,12
26581,16.6652977412731,11,11,8,0,0.0,13,12,12,9,12,650,60,11,20,185,0
26582,16.750171115674195,9,8,11,0,0.0,15,12,10,11,6,1500,75,43,20,185,17
26583,15.854893908282,12,5,10,0,0.0,14,10,8,15,14,950,63,23,20,185,1
26585,16.188911704312115,12,3,9,0,0.0,7,11,11,9,12,1100,75,59,20,185,12
26586,17.94113620807666,9,16,10,0,0.0,5,12,7,16,7,750,50,33,7,72,7
26587,16.27652292950034,9,14,10,0,0.0,4,12,15,13,8,1000,68,79,20,158,17
